,승인번호,차변계정과목,차변금액,적요,거래처명,프로젝트명,사용부서명,귀속월,본부명,,차변계정과목,1 월,2 월,3 월,4 월,5 월,6 월,계,검증,좌 합계,"  1,201,262,073 "
2026-06-03,9,[6120000]여비교통비,"60,000",06월_외근용 차량 주유,주식회사　믿음에너지,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-03,7,[6140000]통신비,"30,000",고객응대(액티비티/3825),에스케이텔레콤(주),마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-03,5,[6140000]통신비,"75,750",얼룩말카페,에스케이브로드밴드(주),얼룩말카페,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-04,26,[6140000]통신비,"5,000",06월목장앵무새자판기카드단말기통신요금,(주)LG유플러스,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-04,27,[6260000]도서인쇄비,"30,000",06월원더풀렌탈샵현수막,토스페이먼츠(주),원더풀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-04,28,[6260000]도서인쇄비,"40,000",05월원더풀/썸머홍보현수막추가결제건,토스페이먼츠(주),원더풀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-04,29,[6260000]도서인쇄비,"36,363",06월원더풀렌탈/음료메뉴배너2가지샵현수막,토스페이먼츠(주),원더풀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-05,18,[6140000]통신비,"27,126",놀이동산QR체크용단말기통신료_4376,(주)케이티,놀이동산,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-05,18,[6140000]통신비,"27,126",디지털지원팀사내핫라인응대단말기통신료_4328,(주)케이티,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-05,19,[6190000]지급임차료,"49,510",정수기렌탈료/엑티비티(마운틴매표소외1)총2대,SK매직(주)->SK인텔릭스(주),마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-05,14,[6310000]지급수수료,"2,000",05월목장앵무새먹이자판기카드단말기대금,한동정보통신,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-05,18,[6140000]통신비,"27,126",놀이동산QR체크용단말기통신료_4367,(주)케이티,미니골프,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-05,19,[6190000]지급임차료,"49,510",정수기렌탈료/미디어아트(1층유아실외1)총2대,SK매직(주)->SK인텔릭스(주),미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-06,11,[6110008]복리후생비_간식대,"13,074",간식_디지털지원,롯데리아내수점,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-06,11,[6110008]복리후생비_간식대,"69,725",간식_액티비티,롯데리아내수점,마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-06,11,[6110008]복리후생비_간식대,"65,368",간식_목장,롯데리아내수점,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-06,4,[6140000]통신비,"35,000",미디어아트센터외고객용인터넷사용료,(주)케이티,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-06,11,[6110008]복리후생비_간식대,"34,860",간식_미디어아트,롯데리아내수점,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-07,6,[6110000]복리후생비,"16,800",06월_팀 회의 다과 구입,나이스정보통신,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-08,18,[6110000]복리후생비,"80,914",06월_디지털지원팀2분기회식비,대박삼겹살,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-08,15,[6190000]지급임차료,"432,900","05월스타리아4WD11인승전체:￦36,122,940)/60회중57회차",현대캐피탈,마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-09,19,[6300000]소모품비,"409,796",06월_그랜드포렛카트부품(페달위치센서)1개구입,SP BLUESHOCKSHOP       LIEPAJA       LVA,미니포렛,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-09,17,[6300000]소모품비,"17,309",06월미디어아트VR송출용앰프구입1대,네이버파이낸셜주식회사,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,27,[6190000]지급임차료,"27,509",정수기렌탈료/목장유아휴게실1대,웅진코웨이(주),목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,44,[6300000]소모품비,"26,636",06월목장편백나무및시트지구입,한국정보통신（주）,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,45,[6300000]소모품비,"645,454",06월목장개사료구입10개,네이버파이낸셜주식회사,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,46,[6300000]소모품비,"104,391",06월목장양&강아지샴푸구입,한국정보통신（주）,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,47,[6300000]소모품비,"-22,090",06월목장개사료구입10개,네이버파이낸셜주식회사,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,48,[6300000]소모품비,"65,818",06월목장개사료구입10개,네이버파이낸셜주식회사,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,49,[6300000]소모품비,"49,090",06월목장개사료구입10개,네이버파이낸셜주식회사,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,52,[6300000]소모품비,"152,727","06월_얼룩말카페운영소모품구입/아이스컵페트구입3,000개",네이버파이낸셜주식회사,얼룩말카페,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-10,53,[6300000]소모품비,"22,655",06월_얼룩말카페운영소모품구입/플라스틱빨대500개,,얼룩말카페,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-11,17,[6120000]여비교통비,"30,000",06월_외근용 차량 주유,음성（남이방향）주유,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-11,18,[6300000]소모품비,"33,454",06월목장개사료구입10개,네이버파이낸셜주식회사,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-11,19,[6300000]소모품비,"65,127",06월목장개사료구입10개,아리아퍼니처,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-12,13,[6200000]수선비,"286,500",06월목장리틀팜2층키오스크옆유리파손으로인한교체,청호홈샤시,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-12,14,[6260000]도서인쇄비,"281,000","06월썸머랜드주중할인쿠폰2,000매",도원,썸머랜드,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-13,8,[6110000]복리후생비,"69,366",06월_팀 부서 회식 (2차),일상포차,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-13,9,[6110000]복리후생비,"30,910",06월_팀 점심 식대,큰손짬뽕,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-13,7,[6110000]복리후생비,"68,186",06월_팀 부서 회식 (1차),오구갈비살　초중점,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-13,6,[6160000]전력비,"756,900",마운틴파워룸,한국전력공사,마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-13,6,[6160000]전력비,"1,512,750",마운틴하우스,한국전력공사,마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-13,6,[6160000]전력비,"1,991,400",목장,한국전력공사,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-13,6,[6160000]전력비,"5,483,700",미디어아트,한국전력공사,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-13,6,[6160000]전력비,"437,250",썸머랜드,한국전력공사,썸머랜드,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,22,[6190000]지급임차료,"18,000",방향기렌탈/놀이동산2대,더 퍼퓸코리아(주),놀이동산,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,18,[6190000]지급임차료,"60,000",AED제세동기렌탈료/마운틴카트상부,(주)에스원청주,마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,22,[6190000]지급임차료,"18,000",방향기렌탈/매표소2대,더 퍼퓸코리아(주),마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,18,[6190000]지급임차료,"60,000",AED제세동기렌탈료/목장,(주)에스원청주,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,22,[6190000]지급임차료,"36,000",방향기렌탈/목장4대,더 퍼퓸코리아(주),목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,3,[9600000]잡손실,"100,000",자기부담금/26.01.19/미디어아트미끄럼틀착지중발목꺽임사고,기타,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,18,[6190000]지급임차료,"60,000",AED제세동기렌탈료/미디어아트,(주)에스원청주,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,19,[6310000]지급수수료,"341,000",에스원출입통제서비스용역료_미디어센터,(주)에스원청주,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,22,[6190000]지급임차료,"18,000",방향기렌탈/미디어아트센터2대,더 퍼퓸코리아(주),미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-15,18,[6190000]지급임차료,"60,000",AED제세동기렌탈료/회전그네,(주)에스원청주,회전그네,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-17,19,[6300000]소모품비,"44,806",06월미디어운영소모품구입/플라스틱포커칩100개,aliexpress             Singapore     SGP,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-17,22,[6300000]소모품비,"10,891",06월미디어아트분무기6개구입,한국정보통신（주）,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-18,14,[6110000]복리후생비,"28,364",06월_팀 워크샵 활동비,블랙스톤벨포레,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-18,1,[9600000]잡손실,"100,000",자기부담금/25.12.23/미니포렛이용후하차과정시카트충돌/고재일,기타,미니포렛,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-19,16,[6310000]지급수수료,"5,100,000",06월[PMS]관리자대시보드구축데이터연동개발,주식회사 다올비젼,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-19,10,[6190000]지급임차료,"162,560",복사기렌탈료외(레저),정우씨엔씨,마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-19,10,[6190000]지급임차료,"120,000",복사기렌탈료외(레저사업본부),정우씨엔씨,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-20,14,[6110000]복리후생비,"30,728",06월_팀 점심 식대,소담한상,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-21,5,[6110000]복리후생비,"162,727",06월_팀 전체 회식 식대,다복회,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-22,19,[6310000]지급수수료,"38,100",시설검사|정기검사|액법|사용시설/루지딜라이트,한국가스안전공사충북지역본부,엑티비티,Activity팀,06,레저,,,,,,,,,,,,
2026-06-22,19,[6310000]지급수수료,"170,100",시설검사|정기검사|액법|사용시설/미디어아트센터,한국가스안전공사충북지역본부,미디어아트센터,미디어아트팀,06,레저,,,,,,,,,,,,
2026-06-24,23,[6300000]소모품비,"22,900",06월미디어아트선풍기1대구입,한국정보통신（주）,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-24,24,[6300000]소모품비,"190,454",06월미디어운영소모품구입/HDMI호환USB,네이버파이낸셜주식회사,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-24,18,[6260000]도서인쇄비,"50,000",06월_썸머랜드단체홍보용전단지,토스페이먼츠(주),썸머랜드,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-25,36,[6110008]복리후생비_간식대,"3,906",간식_디지털지원,롯데리아내수점,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-25,36,[6110008]복리후생비_간식대,0,간식_액티비티,롯데리아내수점,마운틴카트,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-25,21,[6310000]지급수수료,"474,000",05월목장내동물분뇨처리,농업회사법인 더클린(주),목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-25,29,[6300000]소모품비,"520,909",06월목장원반및앵무사료구입,네이버파이낸셜주식회사,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-25,30,[6300000]소모품비,"28,255",06월목장원반및앵무사료구입,한국정보통신（주）,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-25,31,[6300000]소모품비,"17,636",06월골프락카타일논슬립제추가구입,네이버파이낸셜주식회사,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-25,36,[6110008]복리후생비_간식대,0,간식_목장,롯데리아내수점,목장/체험,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-25,36,[6110008]복리후생비_간식대,0,간식_미디어아트,롯데리아내수점,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-26,19,[6310000]지급수수료,"35,770",06월그랜드포렛페달위치센서부품구입관세,관세（인터넷납부）,미니포렛,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-26,12,[6300000]소모품비,"271,500",미디어센터/점보롤외5품목,한국특수유통(주),미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-26,18,[6300000]소모품비,"114,518",06월미디어뮤지엄카페운영소모품구입/일자빨대외,한국정보통신（주）,미디어아트센터_뮤지엄카페,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-27,5,[6260000]도서인쇄비,"18,181",06월_여름시즌영업장안내배너,토스페이먼츠(주),미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-29,17,[6300000]소모품비,"53,272",06월미디어센터화장실변기커버구입4개,네이버파이낸셜주식회사,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-29,19,[6300000]소모품비,"50,000",06월원더풀순환펌프오링교체,중앙모터,원더풀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,78,[6020000]외주비,"51,035,455",05월위탁매출수수료_놀이동산(뉴스타피아),주식회사뉴스타피아,놀이동산,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,121,[6020000]외주비,"-51,035,455",6월외주업체상계/놀이동산(5월매출비용상계잔액분),주식회사뉴스타피아,놀이동산,,06,레저,,,,,,,,,,,,
2026-06-30,5,[6300000]소모품비,"105,815",랜테스터기고장으로재구매개인카드납부,,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,41,[6110007]복리후생비_식대,"212,727",직원식당식대/디지털지원팀,삼성웰스토리(주)벨포레CC,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,97,[6110003]복리후생비_건강보험,"494,515",6월귀속임직원건강보험료회사부담금,건강보험관리공단,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,97,[6170000]세금과공과금,"565,606",6월귀속임직원국민연금회사부담금,국민연금관리공단,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,97,[6210000]보험료,"149,803",6월귀속임직원고용보험회사부담금,고용보험,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,97,[6210000]보험료,"113,341",6월귀속임직원산재보험료,산재보험,디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,124,[6030000]급여,"13,552,210",6월귀속직원급여/권순민외2명_디지털지원팀,기타직원(정규직),디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,97,[6110003]복리후생비_건강보험,"173,835",6월귀속임직원건강보험료회사부담금,건강보험관리공단,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,97,[6170000]세금과공과금,"247,746",6월귀속임직원국민연금회사부담금,국민연금관리공단,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,97,[6210000]보험료,"68,993",6월귀속임직원고용보험회사부담금,고용보험,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,97,[6210000]보험료,"47,271",6월귀속임직원산재보험료,산재보험,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-30,124,[6030000]급여,"5,417,650",6월귀속직원급여/김태정_레저사업본부,기타직원(정규직),레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
